Estado_Civil,Nacionalidad,Desplazado,Género,Edad_Inscripción,Internacional,Calificación_de_la_madre,Calificación_del_padre,Profesión_de_la_madre,Profesión_del_padre,Necesidades_educativas_especiales,Deudor,Matriculas_al_día,Tasa_Desempleo,Tasa_Inflacion,PIB,Modo_de_Aplicación,Orden_Solicitud,Curso,Asistencia_diurnal_nocturna,Titulacion_previa,Beca_Titular,UC_1er_sem_acreditado,UC_1er_sem_matriculado,UC_1er_sem_evaluaciones,UC_1er_sem_aprobados,UC_1er_sem_grado,UC_1er_sem_sinevaluaciones,UC_2do_sem_acreditado,UC_2do_sem_matriculado,UC_2do_sem_evaluaciones,UC_2do_sem_aprobados,UC_2do_sem_grado,UC_2do_sem_sinevaluaciones,Objetivo
1,1,1,1,0,0,1,0,0,0,0,0,1,15.5,2.8,-4.06,1,1,2,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
0,1,0,1,0,0,1,0,0,0,0,0,1,13.9,-0.3,0.79,0,1,12,1,0,0,1,0,0,0,13.62857143,1,1,0,1,0,13.9125,1,0
1,1,1,1,0,0,1,0,0,0,1,0,1,12.4,0.5,1.79,0,1,5,1,0,1,0,0,0,0,11.5,1,0,0,0,0,12.14285714,1,0
1,1,1,1,0,0,1,1,0,0,0,0,1,16.2,0.3,-0.92,0,1,4,1,0,0,1,1,0,0,11.71428571,1,1,1,0,0,12,1,0
1,1,1,1,1,0,1,0,0,0,0,0,1,9.4,-0.8,-3.12,0,4,15,1,1,0,1,1,0,0,11.6,1,1,1,0,1,12,1,1
1,1,0,1,0,0,1,0,0,0,0,0,1,12.4,0.5,1.79,0,1,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
1,1,1,1,0,0,1,0,1,1,0,0,1,16.2,0.3,-0.92,1,4,15,1,1,0,1,1,0,1,12.33333333,1,1,1,0,0,13.2,1,0
1,1,1,1,1,0,1,0,0,0,0,0,1,10.8,1.4,1.74,1,1,11,1,1,0,1,1,0,0,11.66666667,1,1,1,0,0,12.5,1,1
1,1,0,1,0,0,1,0,0,0,0,0,1,12.4,0.5,1.79,0,1,14,1,1,1,1,1,0,1,12,1,1,1,0,1,14,1,0
1,0,1,0,0,1,1,0,1,0,0,0,0,8.9,1.4,3.51,1,1,2,1,1,0,0,0,0,0,15.25,1,0,0,0,0,15,1,0
1,0,0,1,0,1,1,0,1,0,0,1,1,8.9,1.4,3.51,0,1,9,1,1,0,1,0,0,0,12.33333333,1,1,0,1,0,11.25,1,0
1,0,1,0,0,1,1,0,0,0,0,1,0,16.2,0.3,-0.92,1,1,15,1,1,0,1,1,1,0,12.2,1,1,1,0,0,11.75,1,1
1,1,1,0,0,0,1,1,0,1,0,0,1,12.7,3.7,-1.7,1,4,10,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1
1,1,1,0,0,0,1,0,0,0,0,0,1,7.6,2.6,0.32,1,1,9,1,1,0,1,0,0,0,10.66666667,1,1,0,0,0,12.5,1,0
1,1,1,0,0,0,1,0,0,1,0,0,1,12.7,3.7,-1.7,1,1,6,1,1,0,1,0,0,0,13,0,1,0,0,0,13.25,1,0
1,1,1,0,1,0,1,0,0,0,0,0,1,12.4,0.5,1.79,0,2,12,1,1,0,1,0,0,0,14.06,1,1,0,0,1,12.57142857,1,0
1,1,1,0,1,0,1,0,0,0,0,0,1,9.4,-0.8,-3.12,1,1,15,1,1,0,1,1,0,1,12.83333333,1,1,1,0,1,13.33333333,1,0
1,1,1,0,0,0,1,0,0,0,0,0,1,7.6,2.6,0.32,0,5,9,1,1,0,1,0,0,0,11,1,1,0,0,0,10,1,1
1,1,1,0,0,0,1,0,0,0,0,0,1,7.6,2.6,0.32,1,3,5,1,1,0,1,1,0,1,12.5,1,1,1,0,1,12.83333333,1,0
1,1,1,0,0,0,1,0,0,0,0,0,1,8.9,1.4,3.51,1,4,10,1,1,0,1,1,0,1,13,1,1,1,1,0,13.4,1,0
1,1,0,0,0,0,1,0,1,0,0,0,1,7.6,2.6,0.32,1,3,6,1,1,0,1,0,0,0,12,1,1,0,0,0,12.5,1,0
1,1,1,1,0,0,1,0,0,0,0,0,1,12.7,3.7,-1.7,1,3,2,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,1,0,0,0,0,1,0,0,0,0,0,1,9.4,-0.8,-3.12,1,2,10,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0
1,1,0,0,0,0,1,0,1,1,0,0,1,12.7,3.7,-1.7,1,1,12,1,1,0,1,0,1,0,15,1,1,0,1,0,15,1,0
1,1,1,1,1,0,1,0,0,1,0,0,1,10.8,1.4,1.74,0,2,16,1,1,0,1,1,0,0,12.6,1,1,1,0,1,13,1,0
1,1,1,1,0,0,1,0,0,0,0,0,1,15.5,2.8,-4.06,0,3,12,1,1,1,1,0,0,1,12.4125,1,1,0,0,0,11.2625,1,0
1,1,1,1,0,0,1,0,0,0,0,0,1,10.8,1.4,1.74,1,1,5,1,1,0,1,1,0,0,12,1,1,1,1,0,11.33333333,1,0
1,1,1,1,1,0,1,0,0,0,0,0,1,15.5,2.8,-4.06,1,1,15,1,1,0,1,1,0,1,12.83333333,1,1,1,0,1,13.28571429,1,0
1,1,1,0,0,0,1,0,1,1,0,0,1,16.2,0.3,-0.92,1,1,5,1,1,1,1,1,0,1,13.83333333,1,1,1,0,1,13.5,1,0
1,1,0,1,0,0,1,0,0,0,0,0,1,15.5,2.8,-4.06,1,6,15,1,1,0,1,1,0,0,13.6,1,1,1,1,0,12.66666667,1,0
1,0,1,0,1,1,1,0,1,1,0,1,0,11.1,0.6,2.02,1,2,15,1,1,0,1,1,0,1,12,1,1,1,0,0,11,1,1
1,1,0,1,0,0,0,1,0,1,0,0,1,13.9,-0.3,0.79,1,1,17,0,1,0,1,0,0,0,12.4,1,1,0,0,0,13.42857143,1,0
1,1,0,0,1,0,0,0,0,0,0,0,1,11.1,0.6,2.02,1,1,9,1,1,0,1,0,0,0,12.6,1,1,0,0,0,14,1,0
1,1,0,0,0,0,0,0,0,0,0,0,1,12.7,3.7,-1.7,0,1,12,1,0,0,0,0,1,0,14.25714286,1,0,0,1,0,14.25714286,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,7.6,2.6,0.32,0,1,12,1,1,0,1,0,0,1,11.68333333,1,1,0,0,1,11.68333333,1,0
1,1,1,0,1,0,0,0,0,0,0,0,1,9.4,-0.8,-3.12,1,1,16,1,1,0,1,1,0,0,12.6,1,1,1,1,0,11.4,1,0
1,1,0,0,1,0,0,0,0,0,0,0,1,7.6,2.6,0.32,0,1,8,1,1,0,1,0,0,0,11.25,1,1,0,0,0,12.5,1,0
1,1,0,0,0,0,0,0,0,0,0,0,1,11.1,0.6,2.02,1,1,12,1,1,1,1,0,0,0,12.90142857,1,1,0,0,0,13.09444444,1,0
0,1,1,1,0,0,0,0,0,1,0,0,1,10.8,1.4,1.74,0,1,8,1,0,0,0,0,0,0,14,0,0,0,0,0,15.5,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,0,1,6,1,0,0,0,1,0,0,13.2,1,0,1,0,0,12,1,0
0,1,0,1,0,0,0,0,0,1,0,1,0,12.7,3.7,-1.7,0,1,14,1,1,0,1,1,0,0,14.33333333,1,1,1,0,0,0,1,1
1,1,0,1,0,0,0,0,0,0,0,0,1,13.9,-0.3,0.79,0,1,4,1,0,0,1,1,0,0,12.14285714,1,1,1,0,0,11.66666667,1,0
1,1,0,0,0,0,0,0,0,0,0,0,1,12.4,0.5,1.79,0,1,6,1,1,0,1,1,0,1,15,1,1,1,1,1,15.625,1,0
1,1,1,0,0,0,0,0,0,1,0,0,1,10.8,1.4,1.74,0,2,12,1,1,1,1,0,0,0,12.6,1,1,0,0,0,12.6,1,0
1,1,1,1,0,0,0,0,0,0,0,0,1,11.1,0.6,2.02,1,1,10,1,1,0,1,1,0,0,12,1,1,1,0,0,10,1,1
1,1,1,0,0,0,0,0,0,0,0,0,1,10.8,1.4,1.74,1,6,12,1,1,0,1,0,1,0,14.1,1,1,0,1,0,14.1,1,0
1,0,1,1,0,1,0,0,1,0,0,0,1,16.2,0.3,-0.92,1,2,5,1,1,0,1,1,0,0,14.6,1,1,1,0,0,14.2,1,0
1,1,1,1,0,0,0,1,0,1,0,0,1,7.6,2.6,0.32,1,1,17,0,1,0,1,0,0,0,12.42857143,0,1,0,0,0,11.8,1,0
1,1,1,1,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,0,1,8,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1
1,0,0,1,0,1,0,1,0,0,0,1,0,15.5,2.8,-4.06,0,1,9,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
1,1,1,0,0,0,0,1,0,0,0,0,1,10.8,1.4,1.74,1,1,11,1,1,0,1,1,0,0,13.4,1,1,1,0,0,13.5,1,0
1,1,0,1,1,0,0,0,0,0,0,0,1,11.1,0.6,2.02,0,1,8,1,1,0,1,1,0,1,12,1,1,1,0,0,12.16666667,1,1
1,1,1,1,0,0,0,0,0,0,0,0,1,16.2,0.3,-0.92,1,1,14,1,1,0,1,1,0,0,12.5,1,1,1,0,0,10,0,0
1,1,1,1,0,0,0,0,0,0,0,0,1,8.9,1.4,3.51,0,1,2,1,1,0,0,0,0,0,13.66666667,1,0,0,0,0,13,1,0
1,0,0,1,0,1,0,0,0,0,0,0,1,8.9,1.4,3.51,0,1,1,1,1,0,1,0,0,0,12.85714286,1,1,0,0,0,12.75,1,0
1,1,1,1,0,0,0,0,0,0,0,0,1,7.6,2.6,0.32,1,1,14,1,1,0,1,0,0,0,11,1,1,0,0,0,12.75,1,1
1,1,0,1,0,0,0,0,0,0,0,0,1,16.2,0.3,-0.92,0,1,17,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
1,1,1,0,1,0,0,0,1,1,1,0,1,10.8,1.4,1.74,1,1,15,1,1,1,1,1,0,1,11.16666667,1,1,1,0,0,12.4,1,0
1,1,0,1,0,0,0,0,0,0,0,0,1,16.2,0.3,-0.92,0,1,5,1,0,0,0,0,0,1,13.42857143,1,0,0,0,0,13.125,1,0
1,1,1,0,0,0,0,1,1,1,0,1,0,8.9,1.4,3.51,0,4,15,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1
1,1,1,1,1,0,0,0,0,0,0,1,0,13.9,-0.3,0.79,1,2,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1
1,0,0,0,1,1,0,0,0,0,0,0,1,11.1,0.6,2.02,0,1,6,1,1,0,1,1,1,1,15,1,1,1,0,0,14.33333333,1,0
1,1,1,0,1,0,0,0,0,0,0,0,1,10.8,1.4,1.74,1,1,8,1,1,0,1,0,1,0,13.5,0,1,0,0,0,0,0,1
1,1,1,0,1,0,0,0,0,0,0,0,1,12.4,0.5,1.79,1,1,2,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,1,1,0,0,0,0,0,0,1,0,0,1,15.5,2.8,-4.06,0,1,16,1,1,0,1,1,1,0,12.33333333,1,1,1,1,0,11,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,8.9,1.4,3.51,0,1,6,1,1,1,1,1,0,1,14.83333333,1,1,1,1,1,12.14285714,1,0
1,1,1,0,1,0,0,0,0,1,0,0,1,10.8,1.4,1.74,0,1,6,1,1,0,1,0,0,0,11.5,1,1,0,0,0,11.8,0,0
1,1,1,0,0,0,0,0,0,0,0,0,1,7.6,2.6,0.32,0,2,10,1,1,0,1,1,0,0,11.5,1,1,1,0,0,10.5,1,0
1,1,0,1,0,0,0,0,0,0,0,0,1,15.5,2.8,-4.06,1,1,11,1,1,0,1,1,0,0,13.5,1,1,1,0,0,0,1,1
1,1,0,1,0,0,0,0,0,0,0,0,1,13.9,-0.3,0.79,0,1,10,1,0,0,0,0,0,0,12.4,1,0,0,0,0,11.8,1,0
1,1,1,1,1,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,0,1,8,1,0,0,0,0,0,0,13,1,1,0,0,0,0,1,1
1,1,1,1,0,0,0,1,0,1,0,0,1,7.6,2.6,0.32,0,1,7,1,1,0,1,0,0,0,0,1,1,0,0,0,10,1,0
1,1,0,1,0,0,0,0,0,0,0,0,1,15.5,2.8,-4.06,0,1,4,1,1,0,0,0,0,0,11.66666667,1,0,0,0,0,11.5,0,0
1,1,1,1,0,0,0,0,0,0,0,0,1,16.2,0.3,-0.92,0,1,8,1,0,0,0,0,0,0,12.85714286,0,0,0,0,0,14.3,1,0
1,1,1,1,1,0,0,1,1,0,0,0,1,12.4,0.5,1.79,1,1,8,1,1,1,1,1,0,1,13.5,1,1,1,1,1,12.5,1,0
1,1,1,0,1,0,0,0,0,0,0,0,1,8.9,1.4,3.51,0,1,8,1,1,1,1,1,0,1,12.83333333,0,1,1,1,1,13,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,12.7,3.7,-1.7,0,2,9,1,1,0,1,0,0,0,11,1,1,0,0,0,11.75,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,11.1,0.6,2.02,1,1,10,1,1,0,1,1,0,1,12.16666667,1,1,1,0,1,12.14285714,1,0
1,1,0,1,0,0,0,0,1,0,0,0,1,12.4,0.5,1.79,0,1,4,1,0,0,1,1,0,0,10.8,1,1,1,0,0,12,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,12.7,3.7,-1.7,1,2,14,1,1,0,1,1,0,0,13.4,1,1,1,0,0,12.8,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,9.4,-0.8,-3.12,0,2,2,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,1,10.8,1.4,1.74,0,1,11,1,1,0,1,1,0,1,15,1,1,1,0,1,12.83333333,1,0
1,1,0,0,1,0,0,0,0,0,0,0,1,12.4,0.5,1.79,1,1,6,1,1,0,1,1,0,0,12.28571429,1,1,1,0,0,14,0,1
1,0,1,0,0,1,0,0,0,0,0,0,1,12.4,0.5,1.79,1,3,12,1,1,0,1,0,0,0,12.32,1,1,0,0,0,11.9,1,0
1,1,1,0,1,0,0,0,0,0,0,0,1,13.9,-0.3,0.79,0,1,12,1,1,0,1,0,0,0,12.50625,1,1,0,0,0,13.2,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,13.9,-0.3,0.79,0,1,6,1,0,0,0,1,0,1,16.85714286,1,0,1,0,1,16.5,1,0
1,1,0,0,1,0,0,0,0,0,0,1,1,8.9,1.4,3.51,0,1,15,1,1,1,1,1,0,1,15.66666667,1,1,1,0,1,13.83333333,1,0
1,1,1,1,0,0,0,0,0,0,0,1,1,15.5,2.8,-4.06,1,1,15,1,1,0,1,1,1,1,11.57142857,1,1,1,0,1,11.57142857,1,1
1,1,1,1,1,0,0,0,0,0,0,0,1,7.6,2.6,0.32,1,1,2,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,1,1,0,1,0,0,0,0,0,0,0,1,11.1,0.6,2.02,0,1,15,1,1,1,1,1,0,1,14.83333333,1,1,1,0,1,13.5,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,10.8,1.4,1.74,1,1,6,1,1,0,1,0,0,0,12.75,1,1,0,0,0,12,1,0
1,1,0,1,0,0,0,0,0,0,0,1,1,11.1,0.6,2.02,0,1,14,1,0,0,0,1,0,0,12,1,1,1,0,0,0,1,1
0,1,1,1,0,0,0,0,0,0,0,0,1,7.6,2.6,0.32,0,1,11,1,1,0,0,1,0,0,11.5,1,0,1,0,0,12.5,1,1
1,1,0,1,0,0,0,0,0,0,0,0,1,13.9,-0.3,0.79,0,1,12,1,1,0,1,0,0,0,11.94,1,1,0,0,1,12.2,1,1
1,1,0,1,0,0,0,0,0,1,0,0,1,7.6,2.6,0.32,1,1,12,1,1,0,1,0,0,1,13.48333333,1,1,0,0,1,13.48333333,1,0
1,1,1,1,0,0,0,0,0,0,0,0,1,7.6,2.6,0.32,1,1,14,1,1,0,1,0,0,0,12.6,1,1,0,0,0,14.5,0,0
1,1,0,1,0,0,0,0,1,0,0,0,1,9.4,-0.8,-3.12,1,1,8,1,1,0,1,0,0,0,11.5,0,1,0,1,0,11.4,0,0
1,1,1,1,1,0,0,0,0,0,0,0,1,16.2,0.3,-0.92,0,3,15,1,1,0,1,1,0,1,13.16666667,1,1,1,0,1,12.66666667,1,0
1,0,0,1,0,1,0,0,0,0,0,1,1,8.9,1.4,3.51,0,1,7,1,1,0,0,0,1,0,13.14285714,1,0,1,1,1,11.83333333,1,0
1,1,0,0,0,0,0,0,0,0,0,0,1,10.8,1.4,1.74,0,1,13,1,1,0,0,0,0,0,13,1,0,0,0,0,11.66666667,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,15.5,2.8,-4.06,0,1,4,1,1,0,0,0,0,0,12,1,0,0,0,0,11.8,1,1
1,1,1,1,1,0,0,0,0,1,0,0,1,9.4,-0.8,-3.12,1,6,12,1,1,0,1,0,1,0,13.74625,1,1,0,1,0,13.74625,1,0
1,1,1,0,1,0,0,0,0,0,0,0,1,12.7,3.7,-1.7,0,2,12,1,1,0,1,0,0,0,12.28571429,1,1,0,0,0,12.28571429,1,0
1,1,0,0,0,0,0,0,0,0,0,0,1,10.8,1.4,1.74,0,1,5,1,1,0,0,1,0,0,12.4,1,1,1,1,1,12.75,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,12.7,3.7,-1.7,0,1,8,1,1,0,1,0,0,0,12.25,1,1,0,0,0,13.28571429,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,9.4,-0.8,-3.12,0,2,10,1,1,0,1,1,0,1,11.16666667,1,1,1,0,1,11.66666667,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,12.4,0.5,1.79,0,2,15,1,1,0,1,1,0,1,14.33333333,1,1,1,0,1,15.5,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,10.8,1.4,1.74,1,1,6,1,1,0,1,0,0,0,12.2,1,1,0,0,0,13.2,1,0
1,1,0,0,1,0,0,0,0,0,0,0,1,15.5,2.8,-4.06,0,1,3,0,0,0,0,0,0,0,13.84615385,1,0,0,0,0,12.55555556,1,1
1,1,1,1,1,0,0,0,0,0,0,0,1,7.6,2.6,0.32,1,6,7,1,1,0,1,0,0,0,0,1,1,0,0,0,10,0,0
1,1,0,1,0,0,0,0,0,0,0,0,1,12.4,0.5,1.79,0,1,16,1,1,0,0,0,0,0,12.47619048,1,0,0,0,0,12.21052632,1,0
1,1,0,0,0,0,0,0,0,0,0,0,1,9.4,-0.8,-3.12,0,1,6,1,1,0,1,0,0,0,11.66666667,0,1,0,0,0,11.5,0,0
1,1,1,1,1,0,0,0,0,0,0,0,1,7.6,2.6,0.32,1,1,12,1,1,0,1,0,1,1,11.83333333,1,1,0,1,1,11.83333333,1,0
0,1,1,1,0,0,0,0,0,0,0,1,0,16.2,0.3,-0.92,0,1,8,1,0,0,1,1,0,0,11,1,1,1,0,0,10.5,1,1
1,1,1,0,0,0,0,0,0,0,0,0,1,10.8,1.4,1.74,1,1,8,1,1,0,1,0,1,0,12.5,0,1,0,1,0,12.25,0,0
1,1,1,1,0,0,0,0,0,0,0,0,1,16.2,0.3,-0.92,0,2,12,1,1,0,1,0,0,1,12.93333333,1,1,0,0,1,13.71666667,1,0
1,1,0,0,1,0,0,0,0,0,0,1,1,12.7,3.7,-1.7,1,5,15,1,1,0,1,1,0,0,12.75,1,1,0,0,0,0,1,1
1,1,1,0,0,0,0,0,0,0,0,0,1,8.9,1.4,3.51,1,2,9,1,1,0,1,0,0,0,14.8,1,1,0,0,0,15.8,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,12.4,0.5,1.79,0,1,8,1,0,0,1,1,0,0,13,1,0,0,0,0,12.9,1,1
1,1,1,1,0,0,0,0,0,0,0,0,1,10.8,1.4,1.74,0,1,17,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
1,1,0,1,0,0,0,0,0,0,0,1,1,12.4,0.5,1.79,0,1,4,1,0,0,0,0,0,1,12.16666667,1,0,0,0,0,13.3,1,1
1,1,1,0,0,0,0,0,0,0,0,1,0,13.9,-0.3,0.79,1,4,12,1,1,0,1,0,0,0,11.96,1,1,0,0,0,0,1,1
1,1,0,0,0,0,0,0,0,0,0,1,1,11.1,0.6,2.02,0,1,5,1,1,0,0,0,0,0,13,1,0,0,0,0,12.27272727,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,12.4,0.5,1.79,1,5,12,1,1,0,0,0,0,1,13.26666667,1,1,0,0,0,12.3,1,1
1,1,0,0,0,0,0,0,0,1,0,0,1,10.8,1.4,1.74,1,1,2,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1
1,1,1,0,0,0,0,0,0,0,0,1,0,8.9,1.4,3.51,0,1,9,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0
1,1,0,0,1,0,0,0,0,0,0,0,1,13.9,-0.3,0.79,1,1,9,1,1,0,1,0,0,0,13.375,1,1,0,0,0,14.16666667,1,0
1,1,1,0,1,0,0,1,0,0,0,0,1,9.4,-0.8,-3.12,1,1,2,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,1,1,0,0,0,0,1,0,0,0,0,1,9.4,-0.8,-3.12,0,1,16,1,1,0,1,1,0,0,12.66666667,1,1,1,0,0,10,1,1
1,1,1,0,0,0,0,0,0,0,0,0,1,12.4,0.5,1.79,0,1,16,1,1,0,0,0,0,0,12.61904762,1,0,0,0,0,12.78947368,1,0
1,1,1,0,0,0,0,0,0,0,0,1,0,10.8,1.4,1.74,0,2,9,1,1,0,1,0,0,0,10,1,1,0,0,0,10.57142857,1,1
1,1,0,0,0,0,0,0,0,0,0,0,1,13.9,-0.3,0.79,0,1,7,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
1,1,1,0,1,0,0,0,0,0,0,0,1,16.2,0.3,-0.92,1,4,15,1,1,1,1,1,0,1,13.83333333,1,1,1,0,1,14.16666667,1,0
1,1,0,0,0,0,0,0,0,0,0,0,1,16.2,0.3,-0.92,0,1,11,1,0,1,1,1,0,1,13.71428571,1,1,1,0,0,12.8,1,1
1,1,1,0,0,0,0,0,0,0,0,0,1,12.4,0.5,1.79,1,3,12,1,1,0,1,0,0,1,12.47142857,1,1,0,1,0,11.4625,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,12.4,0.5,1.79,0,1,2,1,1,0,0,0,0,0,12.90909091,1,0,0,0,0,13.55555556,1,0
1,1,1,0,1,0,0,0,0,0,0,0,1,9.4,-0.8,-3.12,1,2,15,1,1,0,1,1,0,0,12.25,1,1,1,0,0,11.66666667,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,10.8,1.4,1.74,0,2,3,0,1,1,1,1,1,1,10.83333333,1,1,1,0,1,11.5,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,9.4,-0.8,-3.12,0,1,12,1,1,0,1,0,1,0,13.385,1,1,0,1,0,13.385,1,0
0,1,0,0,0,0,0,0,0,0,0,0,1,10.8,1.4,1.74,1,1,12,1,1,1,1,0,1,0,14.72571429,1,1,0,1,0,14.72571429,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,12.7,3.7,-1.7,0,1,8,1,0,0,0,0,0,0,11,1,1,0,0,0,0,1,1
1,1,0,0,0,0,0,0,0,0,0,1,1,11.1,0.6,2.02,0,1,10,1,1,0,1,1,0,1,14.83333333,1,1,1,0,1,15.14285714,1,0
1,1,0,0,0,0,0,0,1,0,0,0,1,13.9,-0.3,0.79,0,1,10,1,1,0,1,1,0,0,12.16666667,1,1,1,1,1,12.42857143,1,0
1,1,1,0,1,0,0,0,0,0,0,0,1,15.5,2.8,-4.06,1,1,2,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1
1,1,0,0,0,0,0,0,0,0,0,0,1,16.2,0.3,-0.92,0,1,4,1,0,0,1,1,0,1,14,1,1,1,0,1,13.1,1,0
1,1,0,0,0,0,0,0,0,1,0,0,1,9.4,-0.8,-3.12,1,2,3,0,1,0,1,1,0,0,12,1,1,1,0,0,11.25,1,0
1,1,0,0,0,0,0,0,0,0,0,0,1,8.9,1.4,3.51,0,1,6,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1
1,1,1,0,1,0,0,0,0,0,0,0,0,8.9,1.4,3.51,0,1,16,1,1,1,1,0,0,0,12.28571429,1,1,0,1,1,13.33333333,1,0
1,1,0,0,0,0,0,0,0,0,0,0,1,8.9,1.4,3.51,0,1,9,1,0,0,0,0,0,0,12.55555556,1,0,0,0,0,11.11111111,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,12.4,0.5,1.79,0,1,10,1,1,0,0,0,0,0,11.72727273,1,0,0,0,0,12,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,9.4,-0.8,-3.12,1,6,12,1,1,0,1,0,1,0,13.25375,1,1,0,1,0,13.25375,1,0
1,1,0,0,1,0,0,0,0,0,0,0,1,10.8,1.4,1.74,0,1,13,1,1,0,1,0,0,0,0,1,1,0,0,0,16,1,0
1,1,0,0,0,0,0,0,0,0,0,0,1,13.9,-0.3,0.79,1,1,12,1,1,1,1,0,1,0,14.4125,1,1,0,1,0,16.05,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,12.7,3.7,-1.7,1,1,8,1,1,0,1,0,0,0,16.4,1,1,0,0,0,14.6,1,0
1,1,0,0,0,0,0,0,0,0,0,0,1,15.5,2.8,-4.06,0,1,10,1,1,0,1,1,1,0,10.6,1,1,1,0,0,10.5,1,0
1,1,1,0,0,0,0,0,0,0,0,1,1,12.4,0.5,1.79,0,1,9,1,0,0,1,0,1,0,10.2,1,1,0,0,0,12.2,1,0
1,1,0,0,0,0,0,0,0,0,0,0,1,10.8,1.4,1.74,0,1,3,0,1,0,0,0,0,0,11.44444444,1,0,0,0,0,10.8,1,1
1,1,0,0,1,0,0,0,0,0,1,0,1,16.2,0.3,-0.92,1,1,12,1,1,0,1,0,0,1,11.98,1,1,0,0,0,13.225,1,0
1,1,0,0,0,0,0,0,0,0,0,0,1,7.6,2.6,0.32,1,3,12,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1
1,1,1,0,1,0,0,0,0,0,1,0,1,13.9,-0.3,0.79,1,1,16,1,1,0,1,0,0,1,10.66666667,1,1,0,0,1,12.83333333,1,0
1,1,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,0,2,6,1,0,0,1,0,0,0,12,0,1,0,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,1,16.2,0.3,-0.92,0,1,1,1,1,0,1,0,0,0,14.75,1,1,0,0,0,13.8,0,0
1,1,0,0,1,0,0,0,0,1,0,0,1,9.4,-0.8,-3.12,0,1,8,1,1,0,1,0,0,0,12,0,1,0,0,0,12.6,1,0
1,0,1,0,0,1,0,1,0,0,0,0,0,13.9,-0.3,0.79,0,1,10,1,1,0,1,1,0,0,13,1,1,1,0,1,13.5,1,0
1,1,1,1,0,0,0,0,0,0,0,0,1,9.4,-0.8,-3.12,0,1,2,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,1,1,1,1,0,0,0,0,0,0,1,1,16.2,0.3,-0.92,1,1,8,1,1,0,1,1,0,0,13.625,1,1,1,0,0,11.75,1,1
1,1,1,1,0,0,0,0,0,0,0,0,1,13.9,-0.3,0.79,0,1,17,0,1,0,1,0,0,0,11.5,1,1,0,0,0,11.28571429,1,0
1,1,1,1,0,0,0,0,0,0,0,0,1,8.9,1.4,3.51,0,1,7,1,1,0,1,0,0,0,14,1,1,0,0,0,0,1,1
1,1,0,1,0,0,0,0,0,0,0,0,1,15.5,2.8,-4.06,0,1,11,1,1,0,1,1,0,0,11,1,1,1,0,0,12.4,1,0
